Ppvinst_kW,C_kWh,PinverterBESS_kW,nx,Crate,PbmaxP1,PbmaxP2,PbmaxP3,PbmaxP4,PbmaxP5,PbmaxP6,n_ciclos,frac_C,min_spread,alpha,beta,gamma,n_horas_c,n_horas_d,SOC0_kWh,Wl,Wb,Ws,Wc,Wd,wpvmx,wpv,wcurtail,ciclos_anuales,Es,Eb,Eb0,CapacityP,CapacityP0,OaM,OPEX,OPEX0,Savings,Benefit,CashFlow,Investment,PVcost,BESSbatCost,BESSinvCost,SoftCosts,OPEX_VP,npv,TIR,Payback,PaybackSimple,LCOEnet,LCOEgross,BCR,gap_vs_MILP_pct
3033.76,10124.01,3769.63,6036.61,0.3723,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2,0.747,0.0,2.1285,0.8903,0.1725,6,5,5062.01,8760000.0,4167623.19,3046709.98,4839862.06,4487131.34,4676136.22,4676136.22,0.0,478.1,230690.51,413412.27,908223.12,64294.64,64294.64,97653.65,575360.55,972517.75,397157.2,-344670.04,627847.71,4209509.32,1177098.41,1872941.94,180942.05,701584.89,7586393.66,3376884.34,13.7887,9.7899,6.7047,-38.3905,61.2708,1.4977,-6.8072
