Hour,lambda,psi,Plu,PL,Ppvmx,Ppv,Pb,Ps,Pc,Pd,SOC,w1,w3,score,Benefit,CashFlow,npv
1,0.06333,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,5062.0052,0,1,0.511082,-344670.0442,627847.7098,3376884.3374
2,0.05009,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,5062.0052,0,1,0.504039,-344670.0442,627847.7098,3376884.3374
3,0.0475,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,5062.0052,0,1,0.502661,-344670.0442,627847.7098,3376884.3374
4,0.0435,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,5062.0052,0,1,0.500532,-344670.0442,627847.7098,3376884.3374
5,0.0425,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1884.813,0.0,6875.9492,1,1,0.5,-344670.0442,627847.7098,3376884.3374
6,0.04209,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1756.0917,0.0,8566.0119,1,1,0.499782,-344670.0442,627847.7098,3376884.3374
7,0.0425,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,8566.0119,0,1,0.5,-344670.0442,627847.7098,3376884.3374
8,0.04259,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,8566.0119,0,1,0.500048,-344670.0442,627847.7098,3376884.3374
9,0.04337,0.022821,1.0,1000.0,0.0,0.0,0.0,886.5581,0.0,1886.5581,6605.7478,0,0,0.500463,-344670.0442,627847.7098,3376884.3374
10,0.04229,0.022821,1.0,1000.0,257.5182,257.5182,1000.0,0.0,1909.1556,0.0,8443.1192,1,1,0.499888,-344670.0442,627847.7098,3376884.3374
11,0.025,0.022821,1.0,1000.0,787.1822,787.1822,1000.0,0.0,1220.5847,0.0,9617.81,1,1,0.490689,-344670.0442,627847.7098,3376884.3374
12,0.0039,0.022821,1.0,1000.0,1160.5277,1160.5277,0.0,160.5277,0.0,0.0,9617.81,0,0,0.479471,-344670.0442,627847.7098,3376884.3374
13,0.0032,0.022821,1.0,1000.0,1340.7841,1340.7841,0.0,340.7841,0.0,0.0,9617.81,0,0,0.479099,-344670.0442,627847.7098,3376884.3374
14,0.00206,0.022821,1.0,1000.0,1564.5813,1564.5813,0.0,564.5813,0.0,0.0,9617.81,0,0,0.478494,-344670.0442,627847.7098,3376884.3374
15,0.00173,0.022821,1.0,1000.0,1494.3689,1494.3689,0.0,494.3689,0.0,0.0,9617.81,0,0,0.478319,-344670.0442,627847.7098,3376884.3374
16,0.00572,0.022821,1.0,1000.0,1312.6723,1312.6723,0.0,312.6723,0.0,0.0,9617.81,0,0,0.480438,-344670.0442,627847.7098,3376884.3374
17,0.01849,0.022821,1.0,1000.0,994.6705,994.6705,5.3295,0.0,0.0,0.0,9617.81,0,1,0.487226,-344670.0442,627847.7098,3376884.3374
18,0.037,0.022821,1.0,1000.0,466.0764,466.0764,533.9236,0.0,0.0,0.0,9617.81,0,1,0.497073,-344670.0442,627847.7098,3376884.3374
19,0.0475,0.022821,1.0,1000.0,0.0,0.0,0.0,894.8426,0.0,1894.8426,7648.9378,0,0,0.502661,-344670.0442,627847.7098,3376884.3374
20,0.05497,0.022821,1.0,1000.0,0.0,0.0,0.0,909.8255,0.0,1909.8255,5664.4973,0,0,0.506635,-344670.0442,627847.7098,3376884.3374
21,0.0609,0.022821,1.0,1000.0,0.0,0.0,0.0,921.7175,0.0,1921.7175,3667.7003,0,0,0.50979,-344670.0442,627847.7098,3376884.3374
22,0.06,0.022821,1.0,1000.0,0.0,0.0,0.0,818.5277,0.0,1818.5277,1778.1245,0,0,0.509311,-344670.0442,627847.7098,3376884.3374
23,0.0475,0.022821,1.0,1000.0,0.0,0.0,0.0,224.0996,0.0,1224.0996,506.2005,0,0,0.502661,-344670.0442,627847.7098,3376884.3374
24,0.04209,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1885.6354,0.0,2320.936,1,1,0.499782,-344670.0442,627847.7098,3376884.3374
25,0.0378,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1897.6106,0.0,4147.1965,1,1,0.496605,-344670.0442,627847.7098,3376884.3374
26,0.025,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1923.2815,0.0,5998.1626,1,1,0.489795,-344670.0442,627847.7098,3376884.3374
27,0.00399,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1895.6988,0.0,7822.5831,1,1,0.478627,-344670.0442,627847.7098,3376884.3374
28,0.014,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1741.9419,0.0,9499.028,1,1,0.483946,-344670.0442,627847.7098,3376884.3374
29,0.01,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,123.4226,0.0,9617.81,1,1,0.48182,-344670.0442,627847.7098,3376884.3374
30,0.01454,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.484233,-344670.0442,627847.7098,3376884.3374
31,0.03629,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.495802,-344670.0442,627847.7098,3376884.3374
32,0.0447,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.500277,-344670.0442,627847.7098,3376884.3374
33,0.05378,0.051218,1.0,1000.0,0.0,0.0,0.0,904.0693,0.0,1904.0693,7639.3506,0,0,0.505108,-344670.0442,627847.7098,3376884.3374
34,0.05423,0.072034,1.0,1000.0,283.1886,283.1886,0.0,1000.0,0.0,1904.9719,5659.9534,0,0,0.505348,-344670.0442,627847.7098,3376884.3374
35,0.05,0.072034,1.0,1000.0,816.7853,816.7853,0.0,1000.0,0.0,1896.4874,3689.3722,0,0,0.503097,-344670.0442,627847.7098,3376884.3374
36,0.0522,0.072034,1.0,1000.0,1191.9958,1191.9958,0.0,1000.0,0.0,1802.0793,1816.8874,0,0,0.504268,-344670.0442,627847.7098,3376884.3374
37,0.045,0.072034,1.0,1000.0,1344.0957,1344.0957,0.0,0.0,344.0957,0.0,2148.0451,1,0,0.500436,-344670.0442,627847.7098,3376884.3374
38,0.043,0.072034,1.0,1000.0,1618.5806,1618.5806,1000.0,0.0,3402.1849,0.0,5422.3078,1,1,0.499372,-344670.0442,627847.7098,3376884.3374
39,0.043,0.051218,1.0,1000.0,1368.5733,1368.5733,1000.0,0.0,2977.6198,0.0,8287.9691,1,1,0.499372,-344670.0442,627847.7098,3376884.3374
40,0.04099,0.051218,1.0,1000.0,1158.4759,1158.4759,1000.0,0.0,1381.7964,0.0,9617.81,1,1,0.498303,-344670.0442,627847.7098,3376884.3374
41,0.04366,0.051218,1.0,1000.0,819.2266,819.2266,180.7734,0.0,0.0,0.0,9617.81,0,1,0.499723,-344670.0442,627847.7098,3376884.3374
42,0.0522,0.051218,1.0,1000.0,432.5533,432.5533,0.0,1000.0,0.0,1900.9002,7642.6435,0,0,0.504268,-344670.0442,627847.7098,3376884.3374
43,0.05777,0.072034,1.0,1000.0,0.0,0.0,0.0,912.0717,0.0,1912.0717,5655.869,0,0,0.507231,-344670.0442,627847.7098,3376884.3374
44,0.06245,0.072034,1.0,1000.0,0.0,0.0,0.0,921.4568,0.0,1921.4568,3659.3429,0,0,0.509721,-344670.0442,627847.7098,3376884.3374
45,0.058,0.072034,1.0,1000.0,0.0,0.0,0.0,810.9323,0.0,1810.9323,1777.6593,0,0,0.507354,-344670.0442,627847.7098,3376884.3374
46,0.05283,0.072034,1.0,1000.0,0.0,0.0,0.0,223.6519,0.0,1223.6519,506.2005,0,0,0.504603,-344670.0442,627847.7098,3376884.3374
47,0.04626,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.501107,-344670.0442,627847.7098,3376884.3374
48,0.0401,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,1892.9971,0.0,2328.021,1,1,0.497829,-344670.0442,627847.7098,3376884.3374
49,0.0068,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1994.3339,0.0,4247.3679,1,1,0.470946,-344670.0442,627847.7098,3376884.3374
50,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,2001.5293,0.0,6173.6397,1,1,0.469038,-344670.0442,627847.7098,3376884.3374
51,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1917.262,0.0,8018.8127,1,1,0.469038,-344670.0442,627847.7098,3376884.3374
52,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1661.4685,0.0,9617.81,1,1,0.469038,-344670.0442,627847.7098,3376884.3374
53,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.469038,-344670.0442,627847.7098,3376884.3374
54,0.00221,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.468513,-344670.0442,627847.7098,3376884.3374
55,0.00478,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.469875,-344670.0442,627847.7098,3376884.3374
56,0.04542,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.491465,-344670.0442,627847.7098,3376884.3374
57,0.06192,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.500245,-344670.0442,627847.7098,3376884.3374
58,0.067,0.072034,1.0,1000.0,341.9621,341.9621,0.0,1000.0,0.0,1895.9257,7647.8123,0,0,0.502948,-344670.0442,627847.7098,3376884.3374
59,0.0636,0.072034,1.0,1000.0,995.1224,995.1224,4.8776,0.0,0.0,0.0,7647.8123,0,1,0.501139,-344670.0442,627847.7098,3376884.3374
60,0.0571,0.072034,1.0,1000.0,1404.98,1404.98,1000.0,0.0,2046.9635,0.0,9617.81,1,1,0.49768,-344670.0442,627847.7098,3376884.3374
61,0.055,0.072034,1.0,1000.0,1638.8604,1638.8604,0.0,638.8604,0.0,0.0,9617.81,0,0,0.496562,-344670.0442,627847.7098,3376884.3374
62,0.05542,0.072034,1.0,1000.0,1725.4487,1725.4487,0.0,725.4487,0.0,0.0,9617.81,0,0,0.496786,-344670.0442,627847.7098,3376884.3374
63,0.061,0.051218,1.0,1000.0,1608.1253,1608.1253,0.0,608.1253,0.0,0.0,9617.81,0,0,0.499755,-344670.0442,627847.7098,3376884.3374
64,0.06603,0.051218,1.0,1000.0,1323.2952,1323.2952,0.0,1000.0,0.0,1893.98,7649.834,0,0,0.502432,-344670.0442,627847.7098,3376884.3374
65,0.06752,0.051218,1.0,1000.0,985.5996,985.5996,0.0,1000.0,0.0,1896.9688,5678.7526,0,0,0.503225,-344670.0442,627847.7098,3376884.3374
66,0.08957,0.051218,1.0,1000.0,487.3382,487.3382,0.0,1000.0,0.0,1941.183,3661.7295,0,0,0.514954,-344670.0442,627847.7098,3376884.3374
67,0.0942,0.072034,1.0,1000.0,0.0,0.0,0.0,847.0215,0.0,1847.0215,1742.5468,0,0,0.517415,-344670.0442,627847.7098,3376884.3374
68,0.10435,0.072034,1.0,1000.0,0.0,0.0,0.0,189.8596,0.0,1189.8596,506.2005,0,0,0.522807,-344670.0442,627847.7098,3376884.3374
69,0.11326,0.072034,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.527537,-344670.0442,627847.7098,3376884.3374
70,0.11326,0.072034,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.527537,-344670.0442,627847.7098,3376884.3374
71,0.0942,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.517415,-344670.0442,627847.7098,3376884.3374
72,0.08658,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.513364,-344670.0442,627847.7098,3376884.3374
73,0.09039,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1890.6703,0.0,2325.7816,1,1,0.498446,-344670.0442,627847.7098,3376884.3374
74,0.087,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1897.4702,0.0,4151.907,1,1,0.496642,-344670.0442,627847.7098,3376884.3374
75,0.08021,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1911.089,0.0,5991.139,1,1,0.49303,-344670.0442,627847.7098,3376884.3374
76,0.0701,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1863.3977,0.0,7784.4729,1,1,0.487652,-344670.0442,627847.7098,3376884.3374
77,0.06686,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1738.0451,0.0,9457.1676,1,1,0.485929,-344670.0442,627847.7098,3376884.3374
78,0.06814,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,166.9185,0.0,9617.81,1,1,0.486609,-344670.0442,627847.7098,3376884.3374
79,0.08674,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.496504,-344670.0442,627847.7098,3376884.3374
80,0.09451,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.500639,-344670.0442,627847.7098,3376884.3374
81,0.096,0.022821,1.0,1000.0,0.0,0.0,0.0,890.2089,0.0,1890.2089,7653.7525,0,0,0.501431,-344670.0442,627847.7098,3376884.3374
82,0.09813,0.022821,1.0,1000.0,332.211,332.211,0.0,1000.0,0.0,1894.4815,5685.2555,0,0,0.502565,-344670.0442,627847.7098,3376884.3374
83,0.095,0.022821,1.0,1000.0,911.6461,911.6461,88.3539,0.0,0.0,0.0,5685.2555,0,1,0.500899,-344670.0442,627847.7098,3376884.3374
84,0.09035,0.022821,1.0,1000.0,1332.3486,1332.3486,1000.0,0.0,2900.3134,0.0,8476.5171,1,1,0.498425,-344670.0442,627847.7098,3376884.3374
85,0.089,0.022821,1.0,1000.0,1429.4928,1429.4928,756.3892,0.0,1185.882,0.0,9617.81,1,1,0.497707,-344670.0442,627847.7098,3376884.3374
86,0.08596,0.022821,1.0,1000.0,1604.3666,1604.3666,0.0,604.3666,0.0,0.0,9617.81,0,0,0.496089,-344670.0442,627847.7098,3376884.3374
87,0.09211,0.022821,1.0,1000.0,1514.6951,1514.6951,0.0,514.6951,0.0,0.0,9617.81,0,0,0.499361,-344670.0442,627847.7098,3376884.3374
88,0.09862,0.022821,1.0,1000.0,1319.4535,1319.4535,0.0,1000.0,0.0,1895.4644,7648.2917,0,0,0.502826,-344670.0442,627847.7098,3376884.3374
89,0.0995,0.022821,1.0,1000.0,919.5642,919.5642,0.0,1000.0,0.0,1897.2295,5676.9393,0,0,0.503294,-344670.0442,627847.7098,3376884.3374
90,0.1,0.022821,1.0,1000.0,527.8022,527.8022,0.0,1000.0,0.0,1898.2325,3704.5448,0,0,0.50356,-344670.0442,627847.7098,3376884.3374
91,0.10257,0.022821,1.0,1000.0,0.0,0.0,0.0,805.531,0.0,1805.531,1828.4736,0,0,0.504927,-344670.0442,627847.7098,3376884.3374
92,0.104,0.022821,1.0,1000.0,0.0,0.0,0.0,272.5556,0.0,1272.5556,506.2005,0,0,0.505688,-344670.0442,627847.7098,3376884.3374
93,0.10518,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.506316,-344670.0442,627847.7098,3376884.3374
94,0.10242,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.504848,-344670.0442,627847.7098,3376884.3374
95,0.09941,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.503246,-344670.0442,627847.7098,3376884.3374
96,0.09039,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1890.6703,0.0,2325.7816,1,1,0.498446,-344670.0442,627847.7098,3376884.3374
97,0.08608,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2325.7816,0,1,0.505896,-344670.0442,627847.7098,3376884.3374
98,0.08051,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2325.7816,0,1,0.502932,-344670.0442,627847.7098,3376884.3374
99,0.07701,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2325.7816,0,1,0.50107,-344670.0442,627847.7098,3376884.3374
100,0.07067,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1893.4986,0.0,4148.0847,1,1,0.497696,-344670.0442,627847.7098,3376884.3374
101,0.0611,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1912.6934,0.0,5988.8608,1,1,0.492604,-344670.0442,627847.7098,3376884.3374
102,0.06826,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1831.6952,0.0,7751.6843,1,1,0.496413,-344670.0442,627847.7098,3376884.3374
103,0.075,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1692.812,0.0,9380.8465,1,1,0.5,-344670.0442,627847.7098,3376884.3374
104,0.08639,0.022821,1.0,1000.0,0.0,0.0,0.0,907.6595,0.0,1907.6595,7398.6567,0,0,0.506061,-344670.0442,627847.7098,3376884.3374
105,0.09088,0.022821,1.0,1000.0,0.0,0.0,0.0,916.6642,0.0,1916.6642,5407.1104,0,0,0.508449,-344670.0442,627847.7098,3376884.3374
106,0.09,0.022821,1.0,1000.0,302.2869,302.2869,0.0,1000.0,0.0,1914.8995,3417.3977,0,0,0.507981,-344670.0442,627847.7098,3376884.3374
107,0.07647,0.022821,1.0,1000.0,917.1739,917.1739,0.0,1000.0,0.0,1770.1788,1578.0598,0,0,0.500782,-344670.0442,627847.7098,3376884.3374
108,0.05768,0.022821,1.0,1000.0,1236.6623,1236.6623,1000.0,0.0,2852.8678,0.0,4323.6598,1,1,0.490785,-344670.0442,627847.7098,3376884.3374
109,0.04587,0.022821,1.0,1000.0,1489.4462,1489.4462,1000.0,0.0,3282.0776,0.0,7482.3313,1,1,0.484504,-344670.0442,627847.7098,3376884.3374
110,0.04407,0.022821,1.0,1000.0,1566.5516,1566.5516,1000.0,0.0,2218.9097,0.0,9617.81,1,1,0.483547,-344670.0442,627847.7098,3376884.3374
111,0.04,0.022821,1.0,1000.0,1444.2065,1444.2065,0.0,444.2065,0.0,0.0,9617.81,0,0,0.481384,-344670.0442,627847.7098,3376884.3374
112,0.03055,0.022821,1.0,1000.0,1176.7407,1176.7407,0.0,176.7407,0.0,0.0,9617.81,0,0,0.476364,-344670.0442,627847.7098,3376884.3374
113,0.04437,0.022821,1.0,1000.0,874.9296,874.9296,125.0704,0.0,0.0,0.0,9617.81,0,1,0.483707,-344670.0442,627847.7098,3376884.3374
114,0.067,0.022821,1.0,1000.0,467.1494,467.1494,532.8506,0.0,0.0,0.0,9617.81,0,1,0.495743,-344670.0442,627847.7098,3376884.3374
115,0.07547,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.50025,-344670.0442,627847.7098,3376884.3374
116,0.07819,0.022821,1.0,1000.0,0.0,0.0,0.0,891.2119,0.0,1891.2119,7652.7103,0,0,0.501697,-344670.0442,627847.7098,3376884.3374
117,0.07994,0.022821,1.0,1000.0,0.0,0.0,0.0,894.7222,0.0,1894.7222,5683.9632,0,0,0.502629,-344670.0442,627847.7098,3376884.3374
118,0.07826,0.022821,1.0,1000.0,0.0,0.0,0.0,891.3523,0.0,1891.3523,3718.7177,0,0,0.501735,-344670.0442,627847.7098,3376884.3374
119,0.075,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,3718.7177,0,1,0.5,-344670.0442,627847.7098,3376884.3374
120,0.068,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1898.8543,0.0,5546.1751,1,1,0.496275,-344670.0442,627847.7098,3376884.3374
121,0.0525,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,5546.1751,0,1,0.504363,-344670.0442,627847.7098,3376884.3374
122,0.045,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,5546.1751,0,1,0.500372,-344670.0442,627847.7098,3376884.3374
123,0.0442,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1850.4477,0.0,7327.046,1,1,0.499947,-344670.0442,627847.7098,3376884.3374
124,0.0435,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1724.5916,0.0,8986.7929,1,1,0.499574,-344670.0442,627847.7098,3376884.3374
125,0.02399,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,655.6703,0.0,9617.81,1,1,0.489194,-344670.0442,627847.7098,3376884.3374
126,0.02399,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.489194,-344670.0442,627847.7098,3376884.3374
127,0.03051,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.492662,-344670.0442,627847.7098,3376884.3374
128,0.0444,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9617.81,0,1,0.500053,-344670.0442,627847.7098,3376884.3374
129,0.0458,0.051218,1.0,1000.0,0.0,0.0,0.0,887.8219,0.0,1887.8219,7656.2328,0,0,0.500798,-344670.0442,627847.7098,3376884.3374
130,0.045,0.072034,1.0,1000.0,329.653,329.653,0.0,1000.0,0.0,1886.2171,5696.3231,0,0,0.500372,-344670.0442,627847.7098,3376884.3374
131,0.025,0.072034,1.0,1000.0,884.775,884.775,1000.0,0.0,2364.7676,0.0,7972.1754,1,1,0.489731,-344670.0442,627847.7098,3376884.3374
132,0.004,0.072034,1.0,1000.0,1409.6025,1409.6025,1000.0,0.0,1709.9279,0.0,9617.81,1,1,0.478568,-344670.0442,627847.7098,3376884.3374
133,0.0032,0.072034,1.0,1000.0,1443.6908,1443.6908,0.0,443.6908,0.0,0.0,9617.81,0,0,0.478143,-344670.0442,627847.7098,3376884.3374
134,0.0032,0.072034,1.0,1000.0,1597.6365,1597.6365,0.0,597.6365,0.0,0.0,9617.81,0,0,0.478143,-344670.0442,627847.7098,3376884.3374
135,0.0032,0.051218,1.0,1000.0,1438.3785,1438.3785,0.0,438.3785,0.0,0.0,9617.81,0,0,0.478143,-344670.0442,627847.7098,3376884.3374
136,0.0032,0.051218,1.0,1000.0,1283.8819,1283.8819,0.0,283.8819,0.0,0.0,9617.81,0,0,0.478143,-344670.0442,627847.7098,3376884.3374
137,0.025,0.051218,1.0,1000.0,932.2789,932.2789,67.7211,0.0,0.0,0.0,9617.81,0,1,0.489731,-344670.0442,627847.7098,3376884.3374
138,0.065,0.051218,1.0,1000.0,488.4336,488.4336,0.0,1000.0,0.0,1926.3291,7616.2211,0,0,0.511013,-344670.0442,627847.7098,3376884.3374
139,0.08596,0.072034,1.0,1000.0,0.0,0.0,0.0,968.3256,0.0,1968.3256,5570.995,0,0,0.522154,-344670.0442,627847.7098,3376884.3374
140,0.09205,0.072034,1.0,1000.0,0.0,0.0,0.0,980.5141,0.0,1980.5141,3513.1043,0,0,0.525387,-344670.0442,627847.7098,3376884.3374
141,0.09214,0.072034,1.0,1000.0,0.0,0.0,0.0,864.5022,0.0,1864.5022,1575.7578,0,0,0.525435,-344670.0442,627847.7098,3376884.3374
142,0.088,0.072034,1.0,1000.0,0.0,0.0,0.0,29.342,0.0,1029.342,506.2005,0,0,0.523237,-344670.0442,627847.7098,3376884.3374
143,0.08657,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.522478,-344670.0442,627847.7098,3376884.3374
144,0.07987,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.518919,-344670.0442,627847.7098,3376884.3374
145,0.08408,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.503648,-344670.0442,627847.7098,3376884.3374
146,0.07982,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.501381,-344670.0442,627847.7098,3376884.3374
147,0.07676,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1885.7457,0.0,2321.0422,1,1,0.499753,-344670.0442,627847.7098,3376884.3374
148,0.07346,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1892.3653,0.0,4142.2546,1,1,0.497997,-344670.0442,627847.7098,3376884.3374
149,0.07186,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1895.5747,0.0,5966.5557,1,1,0.497145,-344670.0442,627847.7098,3376884.3374
150,0.07208,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1830.2091,0.0,7727.9489,1,1,0.497262,-344670.0442,627847.7098,3376884.3374
151,0.0749,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1698.6992,0.0,9362.777,1,1,0.498763,-344670.0442,627847.7098,3376884.3374
152,0.07769,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,9362.777,0,1,0.500247,-344670.0442,627847.7098,3376884.3374
153,0.08179,0.051218,1.0,1000.0,0.0,0.0,0.0,893.97,0.0,1893.97,7394.8115,0,0,0.502429,-344670.0442,627847.7098,3376884.3374
154,0.08486,0.072034,1.0,1000.0,235.2137,235.2137,0.0,1000.0,0.0,1900.128,5420.4474,0,0,0.504063,-344670.0442,627847.7098,3376884.3374
155,0.061,0.072034,1.0,1000.0,674.7606,674.7606,1000.0,0.0,2265.8534,0.0,7601.1048,1,1,0.491367,-344670.0442,627847.7098,3376884.3374
156,0.05587,0.072034,1.0,1000.0,1079.7132,1079.7132,1000.0,0.0,2095.4958,0.0,9617.81,1,1,0.488638,-344670.0442,627847.7098,3376884.3374
157,0.0506,0.072034,1.0,1000.0,1132.3872,1132.3872,0.0,132.3872,0.0,0.0,9617.81,0,0,0.485836,-344670.0442,627847.7098,3376884.3374
158,0.05177,0.072034,1.0,1000.0,1328.5165,1328.5165,0.0,328.5165,0.0,0.0,9617.81,0,0,0.486458,-344670.0442,627847.7098,3376884.3374
159,0.04998,0.051218,1.0,1000.0,1134.7471,1134.7471,0.0,134.7471,0.0,0.0,9617.81,0,0,0.485506,-344670.0442,627847.7098,3376884.3374
160,0.04557,0.051218,1.0,1000.0,1104.4064,1104.4064,0.0,104.4064,0.0,0.0,9617.81,0,0,0.483162,-344670.0442,627847.7098,3376884.3374
161,0.06,0.051218,1.0,1000.0,745.3642,745.3642,254.6358,0.0,0.0,0.0,9617.81,0,1,0.490835,-344670.0442,627847.7098,3376884.3374
162,0.09205,0.051218,1.0,1000.0,453.1989,453.1989,0.0,1000.0,0.0,1914.5485,7628.462,0,0,0.507888,-344670.0442,627847.7098,3376884.3374
163,0.10485,0.072034,1.0,1000.0,0.0,0.0,0.0,940.211,0.0,1940.211,5612.4489,0,0,0.514696,-344670.0442,627847.7098,3376884.3374
164,0.10355,0.072034,1.0,1000.0,0.0,0.0,0.0,937.6054,0.0,1937.6054,3599.1432,0,0,0.514005,-344670.0442,627847.7098,3376884.3374
165,0.1005,0.072034,1.0,1000.0,0.0,0.0,0.0,824.48,0.0,1824.48,1703.3826,0,0,0.512383,-344670.0442,627847.7098,3376884.3374
166,0.09589,0.072034,1.0,1000.0,0.0,0.0,0.0,152.168,0.0,1152.168,506.2005,0,0,0.509931,-344670.0442,627847.7098,3376884.3374
167,0.09117,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.50742,-344670.0442,627847.7098,3376884.3374
168,0.08386,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,506.2005,0,1,0.503531,-344670.0442,627847.7098,3376884.3374
169,0.08697,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,1926.9507,0.0,2360.6978,1,1,0.488822,-344670.0442,627847.7098,3376884.3374
