Hour,lambda,psi,Plu,PL,Ppvmx,Ppv,Pb,Ps,Pc,Pd,SOC,w1,w3,score,Benefit,CashFlow,npv
1917,0.084,0.051218,1.0,1000.0,0.0,0.0,726.3924,0.0,0.0,273.6076,1328.807,0,1,0.538896,-570292.4215,402225.3325,2279102.6659
1918,0.06586,0.051218,1.0,1000.0,0.0,0.0,733.6487,0.0,0.0,266.3513,1052.0496,0,1,0.524604,-570292.4215,402225.3325,2279102.6659
1919,0.048,0.031988,1.0,1000.0,0.0,0.0,744.0539,0.0,0.0,255.9461,786.104,0,1,0.510493,-570292.4215,402225.3325,2279102.6659
1920,0.04,0.031988,1.0,1000.0,0.0,0.0,757.5442,0.0,0.0,242.4558,534.1757,0,1,0.504165,-570292.4215,402225.3325,2279102.6659
1921,0.025,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,534.1757,0,1,0.504391,-570292.4215,402225.3325,2279102.6659
1922,0.0201,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,534.1757,0,1,0.500514,-570292.4215,402225.3325,2279102.6659
1923,0.0172,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,534.1757,0,1,0.49822,-570292.4215,402225.3325,2279102.6659
1924,0.0167,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,254.9642,0.0,779.5532,1,1,0.497824,-570292.4215,402225.3325,2279102.6659
1925,0.0189,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,779.5532,0,1,0.499565,-570292.4215,402225.3325,2279102.6659
1926,0.025,0.022821,1.0,1000.0,0.0,0.0,757.69,0.0,0.0,242.31,527.7764,0,1,0.504391,-570292.4215,402225.3325,2279102.6659
1927,0.035,0.022821,1.0,1000.0,0.0,0.0,763.8164,0.0,0.0,236.1836,282.3653,0,1,0.512299,-570292.4215,402225.3325,2279102.6659
1928,0.04919,0.022821,1.0,1000.0,0.0,0.0,837.4404,0.0,0.0,162.5596,113.4547,0,1,0.52351,-570292.4215,402225.3325,2279102.6659
1929,0.035,0.022821,1.0,1000.0,377.457,377.457,622.543,0.0,0.0,0.0,113.4547,0,1,0.512299,-570292.4215,402225.3325,2279102.6659
1930,0.02,0.022821,1.0,1000.0,1128.8181,1128.8181,0.0,0.0,128.8181,0.0,237.4293,1,0,0.500435,-570292.4215,402225.3325,2279102.6659
1931,0.0145,0.022821,1.0,1000.0,1837.142,1837.142,0.0,329.4227,507.7192,0.0,726.0583,1,0,0.496084,-570292.4215,402225.3325,2279102.6659
1932,0.007,0.022821,1.0,1000.0,2147.8738,2147.8738,0.0,640.1546,507.7192,0.0,1214.6872,1,0,0.490152,-570292.4215,402225.3325,2279102.6659
1933,0.00335,0.022821,1.0,1000.0,2451.0633,2451.0633,0.0,943.3441,507.7192,0.0,1703.3162,1,0,0.487266,-570292.4215,402225.3325,2279102.6659
1934,0.00244,0.022821,1.0,1000.0,2318.2393,2318.2393,0.0,848.2443,469.995,0.0,2155.6394,1,0,0.486546,-570292.4215,402225.3325,2279102.6659
1935,0.0011,0.022821,1.0,1000.0,2236.1047,2236.1047,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.485487,-570292.4215,402225.3325,2279102.6659
1936,0.00319,0.022821,1.0,1000.0,2024.0919,2024.0919,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.487139,-570292.4215,402225.3325,2279102.6659
1937,0.00335,0.022821,1.0,1000.0,1516.0252,1516.0252,0.0,516.0252,0.0,0.0,2155.6394,0,0,0.487266,-570292.4215,402225.3325,2279102.6659
1938,0.0147,0.022821,1.0,1000.0,1086.8589,1086.8589,0.0,86.8589,0.0,0.0,2155.6394,0,0,0.496242,-570292.4215,402225.3325,2279102.6659
1939,0.035,0.022821,1.0,1000.0,431.4387,431.4387,308.4571,0.0,0.0,260.1042,1885.3732,0,1,0.512299,-570292.4215,402225.3325,2279102.6659
1940,0.0573,0.022821,1.0,1000.0,9.6339,9.6339,721.3216,0.0,0.0,269.0445,1605.8174,0,1,0.529908,-570292.4215,402225.3325,2279102.6659
1941,0.05392,0.022821,1.0,1000.0,0.0,0.0,732.3087,0.0,0.0,267.6913,1327.6677,0,1,0.527243,-570292.4215,402225.3325,2279102.6659
1942,0.035,0.022821,1.0,1000.0,0.0,0.0,739.8958,0.0,0.0,260.1042,1057.4015,0,1,0.512299,-570292.4215,402225.3325,2279102.6659
1943,0.02916,0.022821,1.0,1000.0,0.0,0.0,745.2544,0.0,0.0,254.7456,792.7032,0,1,0.507681,-570292.4215,402225.3325,2279102.6659
1944,0.0156,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,255.406,0.0,1038.506,1,1,0.496954,-570292.4215,402225.3325,2279102.6659
1945,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1038.506,0,1,0.50093,-570292.4215,402225.3325,2279102.6659
1946,0.00303,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1038.506,0,1,0.500795,-570292.4215,402225.3325,2279102.6659
1947,0.0009,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1038.506,0,1,0.49911,-570292.4215,402225.3325,2279102.6659
1948,0.00271,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1038.506,0,1,0.500542,-570292.4215,402225.3325,2279102.6659
1949,0.00205,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1038.506,0,1,0.50002,-570292.4215,402225.3325,2279102.6659
1950,0.002,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1038.506,0,1,0.49998,-570292.4215,402225.3325,2279102.6659
1951,0.0021,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1038.506,0,1,0.500059,-570292.4215,402225.3325,2279102.6659
1952,0.0023,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,1038.506,0,1,0.500218,-570292.4215,402225.3325,2279102.6659
1953,0.00043,0.022821,1.0,1000.0,367.7843,367.7843,632.2157,0.0,0.0,0.0,1038.506,0,1,0.498738,-570292.4215,402225.3325,2279102.6659
1954,0.0,0.022821,1.0,1000.0,1015.6363,1015.6363,0.0,0.0,15.6363,0.0,1053.5544,1,0,0.498398,-570292.4215,402225.3325,2279102.6659
1955,0.0,0.022821,1.0,1000.0,1753.6452,1753.6452,0.0,245.926,507.7192,0.0,1542.1833,1,0,0.498398,-570292.4215,402225.3325,2279102.6659
1956,0.0,0.022821,1.0,1000.0,1942.1036,1942.1036,0.0,434.3844,507.7192,0.0,2030.8123,1,0,0.498398,-570292.4215,402225.3325,2279102.6659
1957,0.0,0.022821,1.0,1000.0,2217.3576,2217.3576,0.0,1000.0,129.704,0.0,2155.6394,1,0,0.498398,-570292.4215,402225.3325,2279102.6659
1958,0.0,0.022821,1.0,1000.0,2167.176,2167.176,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.498398,-570292.4215,402225.3325,2279102.6659
1959,0.0,0.022821,1.0,1000.0,1733.2799,1733.2799,0.0,733.2799,0.0,0.0,2155.6394,0,0,0.498398,-570292.4215,402225.3325,2279102.6659
1960,0.0,0.022821,1.0,1000.0,1389.3469,1389.3469,0.0,389.3469,0.0,0.0,2155.6394,0,0,0.498398,-570292.4215,402225.3325,2279102.6659
1961,0.0,0.022821,1.0,1000.0,1152.097,1152.097,0.0,152.097,0.0,0.0,2155.6394,0,0,0.498398,-570292.4215,402225.3325,2279102.6659
1962,0.00043,0.022821,1.0,1000.0,834.5136,834.5136,165.4864,0.0,0.0,0.0,2155.6394,0,1,0.498738,-570292.4215,402225.3325,2279102.6659
1963,0.00319,0.022821,1.0,1000.0,359.278,359.278,640.722,0.0,0.0,0.0,2155.6394,0,1,0.500922,-570292.4215,402225.3325,2279102.6659
1964,0.0032,0.022821,1.0,1000.0,6.6407,6.6407,993.3593,0.0,0.0,0.0,2155.6394,0,1,0.50093,-570292.4215,402225.3325,2279102.6659
1965,0.00901,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.505526,-570292.4215,402225.3325,2279102.6659
1966,0.00718,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.504078,-570292.4215,402225.3325,2279102.6659
1967,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.50093,-570292.4215,402225.3325,2279102.6659
1968,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.50093,-570292.4215,402225.3325,2279102.6659
1969,0.00016,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.500127,-570292.4215,402225.3325,2279102.6659
1970,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
1971,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
1972,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
1973,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
1974,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
1975,1e-05,0.022821,1.0,1000.0,0.0,0.0,746.1364,0.0,0.0,253.8636,1891.8576,0,1,0.500008,-570292.4215,402225.3325,2279102.6659
1976,0.0001,0.022821,1.0,1000.0,0.0,0.0,746.1002,0.0,0.0,253.8998,1628.0382,0,1,0.500079,-570292.4215,402225.3325,2279102.6659
1977,0.0,0.031988,1.0,1000.0,318.059,318.059,934.7953,0.0,252.8542,0.0,1871.3851,1,1,0.5,-570292.4215,402225.3325,2279102.6659
1978,0.0,0.051218,1.0,1000.0,1016.3551,1016.3551,279.0048,0.0,295.3598,0.0,2155.6394,1,1,0.5,-570292.4215,402225.3325,2279102.6659
1979,0.0,0.051218,1.0,1000.0,1598.2653,1598.2653,0.0,598.2653,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
1980,0.0,0.051218,1.0,1000.0,1891.496,1891.496,0.0,891.496,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
1981,0.0,0.051218,1.0,1000.0,2316.2833,2316.2833,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
1982,0.0,0.051218,1.0,1000.0,2331.8219,2331.8219,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
1983,0.0,0.031988,1.0,1000.0,2201.0378,2201.0378,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
1984,0.0,0.031988,1.0,1000.0,1879.0862,1879.0862,0.0,879.0862,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
1985,0.0,0.031988,1.0,1000.0,1354.4953,1354.4953,0.0,354.4953,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
1986,0.00043,0.031988,1.0,1000.0,1045.3687,1045.3687,0.0,299.401,0.0,254.0323,1891.6823,0,0,0.50034,-570292.4215,402225.3325,2279102.6659
1987,0.0032,0.051218,1.0,1000.0,456.5704,456.5704,288.2847,0.0,0.0,255.1449,1626.5691,0,1,0.502532,-570292.4215,402225.3325,2279102.6659
1988,0.0167,0.051218,1.0,1000.0,13.7526,13.7526,725.6816,0.0,0.0,260.5658,1355.8232,0,1,0.513209,-570292.4215,402225.3325,2279102.6659
1989,0.035,0.051218,1.0,1000.0,0.0,0.0,732.0965,0.0,0.0,267.9035,1077.453,0,1,0.527661,-570292.4215,402225.3325,2279102.6659
1990,0.035,0.051218,1.0,1000.0,0.0,0.0,734.4148,0.0,0.0,265.5852,801.4916,0,1,0.527661,-570292.4215,402225.3325,2279102.6659
1991,0.035,0.031988,1.0,1000.0,0.0,0.0,745.6202,0.0,0.0,254.3798,537.1734,0,1,0.527661,-570292.4215,402225.3325,2279102.6659
1992,0.035,0.031988,1.0,1000.0,0.0,0.0,756.3528,0.0,0.0,243.6472,284.0072,0,1,0.527661,-570292.4215,402225.3325,2279102.6659
1993,0.035,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,284.0072,0,1,0.508591,-570292.4215,402225.3325,2279102.6659
1994,0.03,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,284.0072,0,1,0.504636,-570292.4215,402225.3325,2279102.6659
1995,0.02826,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,284.0072,0,1,0.503259,-570292.4215,402225.3325,2279102.6659
1996,0.0305,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,284.0072,0,1,0.505031,-570292.4215,402225.3325,2279102.6659
1997,0.02835,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,284.0072,0,1,0.503331,-570292.4215,402225.3325,2279102.6659
1998,0.03447,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,284.0072,0,1,0.508171,-570292.4215,402225.3325,2279102.6659
1999,0.035,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,284.0072,0,1,0.508591,-570292.4215,402225.3325,2279102.6659
2000,0.07575,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,284.0072,0,1,0.540739,-570292.4215,402225.3325,2279102.6659
2001,0.059,0.031988,1.0,1000.0,426.1623,426.1623,573.8377,0.0,0.0,0.0,284.0072,0,1,0.52755,-570292.4215,402225.3325,2279102.6659
2002,0.035,0.051218,1.0,1000.0,1115.1193,1115.1193,0.0,0.0,115.1193,0.0,394.7981,1,0,0.508591,-570292.4215,402225.3325,2279102.6659
2003,0.02,0.051218,1.0,1000.0,1672.1991,1672.1991,0.0,164.4799,507.7192,0.0,883.427,1,0,0.496725,-570292.4215,402225.3325,2279102.6659
2004,0.0133,0.051218,1.0,1000.0,2188.5247,2188.5247,0.0,680.8055,507.7192,0.0,1372.056,1,0,0.491425,-570292.4215,402225.3325,2279102.6659
2005,0.01221,0.051218,1.0,1000.0,2278.9505,2278.9505,0.0,771.2313,507.7192,0.0,1860.685,1,0,0.490563,-570292.4215,402225.3325,2279102.6659
2006,0.004,0.051218,1.0,1000.0,2428.6861,2428.6861,0.0,1000.0,306.478,0.0,2155.6394,1,0,0.484072,-570292.4215,402225.3325,2279102.6659
2007,0.0032,0.031988,1.0,1000.0,2274.1088,2274.1088,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.48344,-570292.4215,402225.3325,2279102.6659
2008,0.0021,0.031988,1.0,1000.0,1836.4447,1836.4447,0.0,836.4447,0.0,0.0,2155.6394,0,0,0.482571,-570292.4215,402225.3325,2279102.6659
2009,0.00312,0.031988,1.0,1000.0,1613.2832,1613.2832,0.0,613.2832,0.0,0.0,2155.6394,0,0,0.483377,-570292.4215,402225.3325,2279102.6659
2010,0.0032,0.031988,1.0,1000.0,983.2593,983.2593,16.7407,0.0,0.0,0.0,2155.6394,0,1,0.48344,-570292.4215,402225.3325,2279102.6659
2011,0.0032,0.051218,1.0,1000.0,430.1799,430.1799,569.8201,0.0,0.0,0.0,2155.6394,0,1,0.48344,-570292.4215,402225.3325,2279102.6659
2012,0.02002,0.051218,1.0,1000.0,11.8181,11.8181,988.1819,0.0,0.0,0.0,2155.6394,0,1,0.496741,-570292.4215,402225.3325,2279102.6659
2013,0.035,0.051218,1.0,1000.0,0.0,0.0,741.7787,0.0,0.0,258.2213,1887.3297,0,1,0.508591,-570292.4215,402225.3325,2279102.6659
2014,0.02911,0.051218,1.0,1000.0,0.0,0.0,744.1442,0.0,0.0,255.8558,1621.4779,0,1,0.503932,-570292.4215,402225.3325,2279102.6659
2015,0.0172,0.031988,1.0,1000.0,0.0,0.0,1000.0,0.0,237.706,0.0,1850.2461,1,1,0.49451,-570292.4215,402225.3325,2279102.6659
2016,0.0129,0.031988,1.0,1000.0,0.0,0.0,1000.0,0.0,230.3467,0.0,2071.9317,1,1,0.491109,-570292.4215,402225.3325,2279102.6659
2017,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2071.9317,0,1,0.501448,-570292.4215,402225.3325,2279102.6659
2018,0.00319,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2071.9317,0,1,0.50144,-570292.4215,402225.3325,2279102.6659
2019,0.00154,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2071.9317,0,1,0.500134,-570292.4215,402225.3325,2279102.6659
2020,0.001,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2071.9317,0,1,0.499707,-570292.4215,402225.3325,2279102.6659
2021,0.00098,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,86.9781,0.0,2155.6394,1,1,0.499691,-570292.4215,402225.3325,2279102.6659
2022,0.00098,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.499691,-570292.4215,402225.3325,2279102.6659
2023,0.0032,0.022821,1.0,1000.0,0.0,0.0,745.4053,0.0,0.0,254.5947,1891.098,0,1,0.501448,-570292.4215,402225.3325,2279102.6659
2024,0.004,0.022821,1.0,1000.0,0.0,0.0,745.084,0.0,0.0,254.916,1626.2227,0,1,0.502081,-570292.4215,402225.3325,2279102.6659
2025,0.0032,0.031988,1.0,1000.0,407.9166,407.9166,337.4887,0.0,0.0,254.5947,1361.6813,0,1,0.501448,-570292.4215,402225.3325,2279102.6659
2026,0.0012,0.051218,1.0,1000.0,1179.7701,1179.7701,0.0,0.0,179.7701,0.0,1534.692,1,0,0.499866,-570292.4215,402225.3325,2279102.6659
2027,0.0002,0.051218,1.0,1000.0,1756.9074,1756.9074,0.0,249.1882,507.7192,0.0,2023.321,1,0,0.499074,-570292.4215,402225.3325,2279102.6659
2028,0.0,0.051218,1.0,1000.0,2236.7674,2236.7674,0.0,1000.0,137.488,0.0,2155.6394,1,0,0.498916,-570292.4215,402225.3325,2279102.6659
2029,0.0,0.051218,1.0,1000.0,2409.642,2409.642,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.498916,-570292.4215,402225.3325,2279102.6659
2030,0.0,0.051218,1.0,1000.0,2475.9561,2475.9561,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.498916,-570292.4215,402225.3325,2279102.6659
2031,0.0,0.031988,1.0,1000.0,2569.9045,2569.9045,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.498916,-570292.4215,402225.3325,2279102.6659
2032,0.0,0.031988,1.0,1000.0,1921.1939,1921.1939,0.0,921.1939,0.0,0.0,2155.6394,0,0,0.498916,-570292.4215,402225.3325,2279102.6659
2033,0.0,0.031988,1.0,1000.0,1617.9785,1617.9785,0.0,617.9785,0.0,0.0,2155.6394,0,0,0.498916,-570292.4215,402225.3325,2279102.6659
2034,0.00055,0.031988,1.0,1000.0,1183.8091,1183.8091,0.0,183.8091,0.0,0.0,2155.6394,0,0,0.499351,-570292.4215,402225.3325,2279102.6659
2035,0.002,0.051218,1.0,1000.0,482.9953,482.9953,262.892,0.0,0.0,254.1127,1891.5988,0,1,0.500498,-570292.4215,402225.3325,2279102.6659
2036,0.005,0.051218,1.0,1000.0,18.377,18.377,726.3054,0.0,0.0,255.3176,1626.3062,0,1,0.502872,-570292.4215,402225.3325,2279102.6659
2037,0.014,0.051218,1.0,1000.0,0.0,0.0,741.068,0.0,0.0,258.932,1357.258,0,1,0.50999,-570292.4215,402225.3325,2279102.6659
2038,0.0075,0.051218,1.0,1000.0,0.0,0.0,743.6783,0.0,0.0,256.3217,1090.9221,0,1,0.504849,-570292.4215,402225.3325,2279102.6659
2039,0.0032,0.031988,1.0,1000.0,0.0,0.0,747.0887,0.0,0.0,252.9113,828.1298,0,1,0.501448,-570292.4215,402225.3325,2279102.6659
2040,0.00169,0.031988,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.500253,-570292.4215,402225.3325,2279102.6659
2041,0.0032,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.502488,-570292.4215,402225.3325,2279102.6659
2042,0.00057,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.500407,-570292.4215,402225.3325,2279102.6659
2043,1e-05,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.499964,-570292.4215,402225.3325,2279102.6659
2044,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.499956,-570292.4215,402225.3325,2279102.6659
2045,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.499956,-570292.4215,402225.3325,2279102.6659
2046,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.499956,-570292.4215,402225.3325,2279102.6659
2047,0.0001,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.500036,-570292.4215,402225.3325,2279102.6659
2048,0.00054,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,828.1298,0,1,0.500384,-570292.4215,402225.3325,2279102.6659
2049,0.00043,0.031988,1.0,1000.0,385.8148,385.8148,614.1852,0.0,0.0,0.0,828.1298,0,1,0.500297,-570292.4215,402225.3325,2279102.6659
2050,0.00013,0.051218,1.0,1000.0,1065.9147,1065.9147,0.0,0.0,65.9147,0.0,891.5662,1,0,0.500059,-570292.4215,402225.3325,2279102.6659
2051,0.0,0.051218,1.0,1000.0,1626.1922,1626.1922,0.0,118.473,507.7192,0.0,1380.1951,1,0,0.499956,-570292.4215,402225.3325,2279102.6659
2052,0.0,0.051218,1.0,1000.0,2006.7565,2006.7565,0.0,499.0372,507.7192,0.0,1868.8241,1,0,0.499956,-570292.4215,402225.3325,2279102.6659
2053,0.0,0.051218,1.0,1000.0,2261.6129,2261.6129,0.0,963.592,298.0209,0.0,2155.6394,1,0,0.499956,-570292.4215,402225.3325,2279102.6659
2054,0.0,0.051218,1.0,1000.0,2331.1441,2331.1441,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.499956,-570292.4215,402225.3325,2279102.6659
2055,0.0,0.031988,1.0,1000.0,2341.2923,2341.2923,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.499956,-570292.4215,402225.3325,2279102.6659
2056,0.0,0.031988,1.0,1000.0,1846.395,1846.395,0.0,846.395,0.0,0.0,2155.6394,0,0,0.499956,-570292.4215,402225.3325,2279102.6659
2057,0.0,0.031988,1.0,1000.0,1606.2014,1606.2014,0.0,606.2014,0.0,0.0,2155.6394,0,0,0.499956,-570292.4215,402225.3325,2279102.6659
2058,0.0,0.031988,1.0,1000.0,1054.6368,1054.6368,0.0,54.6368,0.0,0.0,2155.6394,0,0,0.499956,-570292.4215,402225.3325,2279102.6659
2059,0.00043,0.051218,1.0,1000.0,512.3468,512.3468,487.6532,0.0,0.0,0.0,2155.6394,0,1,0.500297,-570292.4215,402225.3325,2279102.6659
2060,0.00317,0.051218,1.0,1000.0,19.5626,19.5626,980.4374,0.0,0.0,0.0,2155.6394,0,1,0.502464,-570292.4215,402225.3325,2279102.6659
2061,0.0032,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.502488,-570292.4215,402225.3325,2279102.6659
2062,0.0032,0.051218,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.502488,-570292.4215,402225.3325,2279102.6659
2063,0.00302,0.031988,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.502346,-570292.4215,402225.3325,2279102.6659
2064,0.00012,0.031988,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.500051,-570292.4215,402225.3325,2279102.6659
2065,0.0004,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.500316,-570292.4215,402225.3325,2279102.6659
2066,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
2067,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
2068,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
2069,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
2070,0.0,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.5,-570292.4215,402225.3325,2279102.6659
2071,2e-05,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.500016,-570292.4215,402225.3325,2279102.6659
2072,0.00034,0.022821,1.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,2155.6394,0,1,0.500269,-570292.4215,402225.3325,2279102.6659
2073,0.00019,0.031988,1.0,1000.0,459.5916,459.5916,540.4084,0.0,0.0,0.0,2155.6394,0,1,0.50015,-570292.4215,402225.3325,2279102.6659
2074,0.0,0.051218,1.0,1000.0,1258.0528,1258.0528,0.0,258.0528,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
2075,0.0,0.051218,1.0,1000.0,2023.1817,2023.1817,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
2076,0.0,0.051218,1.0,1000.0,2582.7878,2582.7878,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
2077,0.0,0.051218,1.0,1000.0,2637.8325,2637.8325,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
2078,0.0,0.051218,1.0,1000.0,2613.1205,2613.1205,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
2079,0.0,0.031988,1.0,1000.0,2459.2598,2459.2598,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
2080,0.0,0.031988,1.0,1000.0,2243.718,2243.718,0.0,1000.0,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
2081,0.0,0.031988,1.0,1000.0,1899.8,1899.8,0.0,899.8,0.0,0.0,2155.6394,0,0,0.5,-570292.4215,402225.3325,2279102.6659
2082,2e-05,0.031988,1.0,1000.0,1212.2503,1212.2503,0.0,212.2503,0.0,0.0,2155.6394,0,0,0.500016,-570292.4215,402225.3325,2279102.6659
2083,0.0006,0.051218,1.0,1000.0,486.4168,486.4168,513.5832,0.0,0.0,0.0,2155.6394,0,1,0.500475,-570292.4215,402225.3325,2279102.6659
2084,0.0032,0.051218,1.0,1000.0,19.4249,19.4249,980.5751,0.0,0.0,0.0,2155.6394,0,1,0.502532,-570292.4215,402225.3325,2279102.6659
