Ppvinst_kW,C_kWh,PinverterBESS_kW,nx,Crate,PbmaxP1,PbmaxP2,PbmaxP3,PbmaxP4,PbmaxP5,PbmaxP6,n_ciclos,frac_C,min_spread,alpha,beta,gamma,n_horas_c,n_horas_d,SOC0_kWh,Wl,Wb,Ws,Wc,Wd,wpvmx,wpv,wcurtail,ciclos_anuales,Es,Eb,Eb0,CapacityP,CapacityP0,OaM,OPEX,OPEX0,Savings,Benefit,CashFlow,Investment,PVcost,BESSbatCost,BESSinvCost,SoftCosts,OPEX_VP,npv,TIR,Payback,PaybackSimple,LCOEnet,LCOEgross,BCR,gap_vs_MILP_pct
4088.55,2269.09,507.72,8135.44,0.2238,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2,0.602,0.01,3.1645,0.9842,0.1548,5,5,1134.55,8760000.0,4703984.5,1975399.36,724874.56,671946.83,6301954.56,6301954.56,0.0,319.5,79283.71,520786.99,908223.12,64294.64,64294.64,64494.51,649576.14,972517.75,322941.62,-570292.42,402225.33,2581056.36,1586356.84,419782.41,24370.52,430176.06,4860159.02,2279102.67,14.5548,9.1862,6.4169,-25.9102,38.2026,1.5648,-37.103
