idx,OPEX,CAPEX,NPV,CF,ciclos,BCR,Ppvinst,C,PinverterBESS,n_ciclos,frac_C,min_spread,alpha,beta,gamma,n_horas_c,n_horas_d
27,2715059.621762936,1133094.072611088,1581965.549151848,224697.5363391562,350.8514611759501,2.396146699017131,1922.1928716348223,504.2005406921196,95.38673215507009,2,0.8921002704820521,0.007189651820873166,3.375778971784585,0.9586730821162172,0.17200962984990614,6,6
28,318345.3467639238,353738.27036839636,-35392.92360447254,26346.16733625962,0.0,0.8999460149799087,254.7959165316347,500.9445556405215,75.48264131138441,2,0.6429440316998555,0.27670987749122156,3.2313774570327953,0.062440750972653294,0.19441804644561037,5,4
29,2984689.93141409,1336044.6254402862,1648645.3059738039,247012.0615213469,0.46758104738154616,2.233974730021089,2353.294357197629,500.9357282802841,121.03334245526912,2,0.8693686740708793,3.3721303768573456,4.2617182563669305,0.040808343465966776,0.4976575116373937,5,3
30,1129892.0851362918,613885.9328927882,516006.1522435036,93509.53688979603,90.199073649381,1.8405570556275008,807.756971812264,500.0357854635039,100.57588927170339,2,0.6372869005930042,0.08323646658540827,4.276995652320256,0.022900968108660602,0.210243453832548,4,6
31,2887841.1045124205,1282107.6532710649,1605733.4512413556,238996.8810709035,3.027221415135672,2.252417023753519,2246.341106920392,500.33831405793256,86.25111257004768,1,0.822233744289086,0.15115795898097573,3.19347038816798,0.9849672184666434,0.18587444400028055,5,6
32,3129965.4593011164,1406571.6966452578,1723393.7626558586,259035.02151269675,0.4675810473815462,2.2252441640666003,2515.597379755388,500.03278385103386,79.01283521023937,2,0.6297001161156507,6.970670350905026,3.2925143145640132,0.554812406632868,0.4446327107469915,5,3
33,2769670.938158374,1224180.416173987,1545490.5219843867,229217.15283373813,9.773949037692947,2.2624695686724117,2119.853574657701,502.7807466677296,89.92418448893805,2,0.6820211087978831,0.13866087690503348,3.239621601988712,0.021346501113383876,0.25736440716722536,6,6
34,4319530.974312254,2400297.021251297,1919233.9530609571,357483.11392087175,0.4675810473815459,1.7995818584403536,4649.602153516551,504.3702260546061,71.80614921760807,2,0.6469836306143587,2.682617218091585,3.2926610038973885,0.07010832091567665,0.4707581452803531,5,3
35,263575.05975411454,333090.47690649924,-69515.4171523847,21813.39448035392,0.0,0.7913016973706571,215.35295154447385,500.40208154026635,56.70903268622462,1,0.6376743865294467,2.049926772927469,3.4519030246789195,0.9225751957206667,0.2647307906101173,5,3
36,2197139.9723746483,950752.523037182,1246387.4493374662,181834.65837273304,264.1921369086893,2.310948347900122,1535.1433888966444,500.3277769812853,84.34891212724982,2,0.6596123363159557,0.0269325653704775,3.239621601988712,0.9825867339439954,0.2573091510679107,5,6
37,4467643.662255348,2576172.4272589623,1891471.2349963854,369740.87644461833,171.72935907182693,1.734217638145015,4088.5485554765073,2249.383095221199,503.3087907117546,2,0.6064747885176529,0.06524185727566567,3.165118336918035,0.9841869166682009,0.150007062198487,5,5
38,1257513.7779898334,666258.4332047814,591255.344785052,104071.47068224929,0.0,1.8874264329249002,930.6228731162727,500.1569582643669,58.38175995794657,2,0.6352349199207993,3.3421845518348396,4.884393479561593,0.5670871184293425,0.4851038100116995,5,6
39,3976939.7894788766,1962151.8020213165,2014787.9874575601,329130.3681518531,0.4675810473815462,2.026825745786855,3704.5194919403484,500.89844418273617,94.86173581009452,2,0.619331277029314,1.7835160529498215,3.425354852106238,0.9746410455772616,0.5055742917310524,5,6
